,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result
95,7,9,PRIYA.K,F,IND,553,41.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.2,yes,204,0.07,3.03,AETN272800,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Other,Household,,,Lost
96,7,10,LAVANYA.P,F,NCP,349,34.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.13,yes,62,0.02,3.03,AETN272787,5792,1.0,,,,,,0.0,False,False,False,Graduate,Other,Household,,,Lost
97,7,11,SELVAKUMAR.V,M,IND,287,47.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.1,yes,126,0.05,3.03,AETN272799,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost
98,7,12,MURUGAN.D,M,IND,161,46.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.06,yes,12,0.0,3.03,AETN272802,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost
99,7,13,BENJAMIN MOSES.S,M,IND,149,33.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.05,yes,6,0.0,3.03,AETN272801,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Salaried Work or Employed,,,,Lost
100,7,14,ABARAJITHAN.R,M,IND,143,53.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.05,yes,19,0.01,3.03,AETN272795,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
101,7,15,NEVIS STELLA MARY.B,F,Anaithu Makkal Arasiyal Katchi,124,37.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.05,yes,28,0.01,3.03,AETN272791,24293,1.0,,,,,,0.0,False,False,False,Post Graduate,Small Business or Self-employed,,,,Lost
102,7,16,GANAPATHY.R,M,IND,96,53.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.04,yes,1,0.0,3.03,AETN272798,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
103,7,17,ARUNKUMAR.A,M,IND,95,39.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.03,yes,26,0.01,3.03,AETN272797,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Other,,,,Lost
104,7,18,MUTHURAMAN.S,M,Anna MGR Dravida Makkal Kalgam,69,52.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.03,yes,0,0.0,3.03,AETN272793,24294,1.0,,,,,,0.0,False,False,False,Illiterate,Labourer or Daily Wage,Coolie,,,Lost
105,7,19,AMALRAJ.S,M,IND,69,38.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.03,yes,5,0.0,3.03,AETN272796,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
106,7,20,SUMITHRA.R,F,Bahujan Dravida Party,64,41.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.02,yes,16,0.01,3.03,AETN272790,24487,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
107,7,21,RAVI.C.V,M,IND,48,43.0,273870,454179,MADURAVOYAL,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,60.3,0.02,yes,0,0.0,3.03,AETN186899,10809,2.0,IND,10809.0,MADURAVOYAL,True,True,0.0,False,False,True,Others,Other,,,,Lost
108,8,1,JOSEPH SAMUEL,M,DMK,114554,58.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,47.67,no,42146,17.54,2.94,AETN272804,10192,1.0,,,,,,1.0,False,False,False,Graduate,Other,,,,Won
109,8,2,V ALEXANDER,M,ADMK,72408,49.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,30.13,no,49707,20.69,2.94,AETN186901,930,2.0,ADMK,930.0,AMBATTUR,True,True,1.0,False,True,True,Graduate Professional,Agriculture,,,,Lost
110,8,3,R ANBU THENARASAN,M,NTK,22701,57.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,9.45,yes,331,0.14,2.94,AETN186906,5533,2.0,NTK,5533.0,AMBATTUR,True,True,0.0,False,False,True,,,,,,Lost
111,8,4,S VAITHESWARAN,M,MNM,22370,56.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,9.31,yes,19739,8.21,2.94,AETN272806,24404,1.0,,,,,,0.0,False,False,False,Doctorate,Other,,,,Lost
112,8,5,S VEDHACHALAM,M,AMMK,2631,67.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,1.09,yes,273,0.11,2.94,AETN190637,24338,2.0,ADMK,930.0,AMBATTUR,True,False,1.0,True,False,False,,,,,,Lost
113,8,6,None Of The Above,,NOTA,2358,,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.98,,1551,0.65,2.94,,5897,,,,,,,,,,,,,,,,
114,8,7,K Bharathi,M,IND,807,40.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.34,yes,192,0.08,2.94,AETN272813,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
115,8,8,R Radha,F,NCP,615,52.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.26,yes,364,0.15,2.94,AETN272803,5792,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
116,8,9,S Praveen,M,IND,251,32.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.1,yes,18,0.01,2.94,AETN272814,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
117,8,10,S Veena,F,Anaithu Makkal Arasiyal Katchi,233,48.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.1,yes,56,0.02,2.94,AETN272805,24293,1.0,,,,,,0.0,False,False,False,Graduate,Small Business or Self-employed,,,,Lost
118,8,11,NARMADA NANDHAKUMAR,F,IND,177,43.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.07,yes,15,0.01,2.94,AETN186914,10809,2.0,IND,10809.0,AMBATTUR,True,True,0.0,False,False,True,Post Graduate,Business,Agricultural Business,,,Lost
119,8,12,T Joseph Samuvel SanthaKumar,M,IND,162,39.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.07,yes,6,0.0,2.94,AETN272819,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
120,8,13,T MUNIANDI,M,IND,156,65.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.06,yes,14,0.01,2.94,AETN272816,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
121,8,14,M S ARUMUGAM,M,IND,142,55.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.06,yes,3,0.0,2.94,AETN272807,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost
122,8,15,C RAGHUL,M,IND,139,29.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.06,yes,28,0.01,2.94,AETN272818,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Small Business or Self-employed,,,,Lost
123,8,16,Bharadan,M,IND,111,33.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.05,yes,16,0.01,2.94,AETN272812,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
124,8,17,A R MURUGAVEL,M,IND,95,50.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.04,yes,15,0.01,2.94,AETN272815,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
125,8,18,G Soma Sundaram,M,IND,80,39.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.03,yes,21,0.01,2.94,AETN272811,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
126,8,19,A S Kesavan,M,IND,59,53.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,2,0.0,2.94,AETN272809,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
127,8,20,G Srinivasan,M,IND,57,45.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,2,0.0,2.94,AETN272810,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
128,8,21,N Ganesan,M,IND,55,49.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,0,0.0,2.94,AETN186919,10809,2.0,IND,10809.0,AMBATTUR,True,True,0.0,False,False,True,,,,,,Lost
129,8,22,P Dhanraj,M,IND,55,66.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,11,0.0,2.94,AETN186924,10809,2.0,IND,10809.0,AMBATTUR,True,True,0.0,False,False,True,8th Pass,Business,Real Estate or Builder or Developer or Construction,,,Lost
130,8,23,Ravi,M,IND,44,43.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,5,0.0,2.94,AETN272817,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Salaried Work or Employed,,,,Lost
131,8,24,G Vijayakumar,M,IND,39,63.0,240299,387516,AMBATTUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,23,62.01,0.02,yes,0,0.0,2.94,AETN186927,10809,2.0,IND,10809.0,AMBATTUR,True,True,0.0,False,False,True,8th Pass,Business,Real Estate or Builder or Developer or Construction,,,Lost
132,9,1,SUDHARSANAM. S,M,DMK,151485,62.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,50.04,no,57071,18.85,2.78,AETN186928,10192,2.0,DMK,10192.0,MADAVARAM,True,True,2.0,False,True,True,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,,Won
133,9,2,Moorthy. V,M,ADMK,94414,62.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,31.19,no,66961,22.12,2.78,AETN190653,930,3.0,ADMK,930.0,MADAVARAM,True,True,1.0,False,False,False,Graduate,Business,,Politics,Party Worker,Lost
134,9,3,ELUMALAI. R,M,NTK,27453,55.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,9.07,yes,11576,3.82,2.78,AETN186933,5533,2.0,NTK,5533.0,MADAVARAM,True,True,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
135,9,4,RAMESH,M,MNM,15877,57.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,5.25,yes,8773,2.9,2.78,AETN272825,24404,1.0,,,,,,0.0,False,False,False,Post Graduate,Business,Industrialist,,,Lost
136,9,5,DHAKSHNAMOORTHY. D,M,AMMK,7104,45.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,2.35,yes,4938,1.63,2.78,AETN186929,24338,2.0,ADMK,930.0,MADAVARAM,True,False,0.0,True,False,True,Graduate,Business,,,,Lost
137,9,6,None Of The Above,,NOTA,2166,,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.72,,773,0.26,2.78,,5897,,,,,,,,,,,,,,,,
138,9,7,DEEPAK. S,M,BSP,1393,31.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.46,yes,928,0.31,2.78,AETN272820,16651,1.0,,,,,,0.0,False,False,False,Graduate Professional,Business,,,,Lost
139,9,8,ARAVIND KUMAR. P,M,Desiya Makkal Sakthi Katchi,465,36.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.15,yes,28,0.01,2.78,AETN272821,2953,1.0,,,,,,0.0,False,False,False,Graduate Professional,Other,,,,Lost
140,9,9,MOORTHY. S,M,IND,437,35.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.14,yes,6,0.0,2.78,AETN272832,10809,1.0,,,,,,0.0,False,False,False,Graduate,Salaried Work or Employed,,,,Lost
141,9,10,RAMU. S,M,IND,431,51.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.14,yes,18,0.01,2.78,AETN272834,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
142,9,11,BABU. M.G,M,IND,413,49.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.14,yes,238,0.08,2.78,AETN272831,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Politics,Party Worker,,,Lost
143,9,12,SAMBATH. E,M,SHS,175,40.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.06,yes,5,0.0,2.78,AETN272822,18691,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost
144,9,13,SUDHARSANAN. D,M,IND,170,26.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.06,yes,51,0.02,2.78,AETN272829,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Politics,Party Worker,Student,,Lost
145,9,14,JAYASEELAN. S,M,IND,119,38.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.04,yes,5,0.0,2.78,AETN272835,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Salaried Work or Employed,,,,Lost
146,9,15,VINOTH KUMAR. M,M,Naadaalum Makkal Katchi,114,32.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.04,yes,6,0.0,2.78,AETN272824,24298,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
147,9,16,ARIVUNITHI. S,M,IND,108,40.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.04,yes,7,0.0,2.78,AETN272826,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Other,,,,Lost
148,9,17,NIRMAL KUMAR. M,M,IND,101,35.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.03,yes,16,0.01,2.78,AETN272830,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Salaried Work or Employed,,,,Lost
149,9,18,SAKTHIVEL. A,M,IND,85,48.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.03,yes,4,0.0,2.78,AETN272827,10809,1.0,,,,,,0.0,False,False,False,,Business,Real Estate or Builder or Developer or Construction,,,Lost
150,9,19,YUVARAJ. M,M,Anna MGR Dravida Makkal Kalgam,81,49.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.03,yes,19,0.01,2.78,AETN272823,24294,1.0,,,,,,0.0,False,False,False,8th Pass,Other,,,,Lost
151,9,20,SATHISH KUMAR. S,M,IND,62,36.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.02,yes,15,0.0,2.78,AETN272828,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
152,9,21,RAMESH. G,M,IND,47,52.0,302700,456079,MADAVARAM,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,66.37,0.02,yes,0,0.0,2.78,AETN272833,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Other,,,,Lost
153,10,1,K.P.SHANKAR,M,DMK,88185,47.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,44.09,no,37661,18.83,3.23,AETN272837,10192,1.0,,,,,,1.0,False,False,False,8th Pass,Business,,Social Work,,Won
154,10,2,K.KUPPAN,M,ADMK,50524,67.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,25.26,no,1927,0.96,3.23,AETN272026,930,2.0,ADMK,930.0,THIRUVOTTIYUR,True,True,1.0,False,False,False,Graduate,Business,Contractor,,,Lost
155,10,3,SEEMAN,M,NTK,48597,55.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,24.3,no,41544,20.77,3.23,AETN272840,5533,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
156,10,4,D.MOHAN,M,MNM,7053,48.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,3.53,yes,5636,2.82,3.23,AETN272842,24404,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
157,10,5,M.SOUNDARA PANDIAN,M,AMMK,1417,57.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.71,yes,306,0.15,3.23,AETN272841,24338,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
158,10,6,None Of The Above,,NOTA,1111,,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.56,,508,0.25,3.23,,5897,,,,,,,,,,,,,,,,
159,10,7,M.A.MICHAEL RAJ,M,IND,603,52.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.3,yes,18,0.01,3.23,AETN272850,10809,1.0,,,,,,0.0,False,False,False,Graduate,Business,Contractor,,,Lost
160,10,8,N.RAMESH KUMAR,M,IND,585,61.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.29,yes,218,0.11,3.23,AETN272851,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
161,10,9,M.KOTTESWARAN,M,BSP,367,26.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.18,yes,76,0.04,3.23,AETN272836,16651,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
162,10,10,D.SASIRAJ,M,Samata Party,291,37.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.15,yes,38,0.02,3.23,AETN272839,7575,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
163,10,11,R.EGAVALLI,F,Naadaalum Makkal Katchi,253,41.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.13,yes,29,0.01,3.23,AETN272838,24298,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
164,10,12,U.VENKATESH,M,IND,224,26.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.11,yes,40,0.02,3.23,AETN272853,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
165,10,13,M.CHELLAM,F,IND,184,51.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.09,yes,69,0.03,3.23,AETN272845,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Small Business or Self-employed,,,,Lost
166,10,14,C.DHANRAJ,M,IND,115,47.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.06,yes,12,0.01,3.23,AETN272848,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
167,10,15,D.THAMIZHIZHAN,M,IND,103,27.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.05,yes,7,0.0,3.23,AETN272846,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
168,10,16,K.GOPINATH,M,IND,96,46.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.05,yes,8,0.0,3.23,AETN272843,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
169,10,17,B.DHANASEKARAN,M,IND,88,45.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.04,yes,17,0.01,3.23,AETN272847,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
170,10,18,B.ZAKIR HUSSAIN,M,IND,71,47.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.04,yes,19,0.01,3.23,AETN201064,10809,3.0,IND,10809.0,THIRUVOTTIYUR,True,True,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
171,10,19,PRAVINA,F,IND,52,47.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.03,yes,4,0.0,3.23,AETN272849,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
172,10,20,N.RAJESH KUMAR,M,IND,48,37.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.02,yes,19,0.01,3.23,AETN272852,10809,1.0,,,,,,0.0,False,False,False,Others,Salaried Work or Employed,Engineer,,,Lost
173,10,21,V.SURESHBALAJI,M,IND,29,33.0,199996,306977,THIRUVOTTIYUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,20,65.15,0.01,yes,0,0.0,3.23,AETN272844,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
174,11,1,EBENEZER. J.J. (@)  JOHN EBENEZER.J,M,DMK,95763,45.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,51.2,no,42479,22.71,2.86,AETN272854,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Other,,,,Won
175,11,2,RAAJESH.R.S.,M,ADMK,53284,48.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,28.49,no,32847,17.56,2.86,AETN272855,930,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
176,11,3,GOWRISHANKAR . K,M,NTK,20437,44.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,10.93,yes,9239,4.94,2.86,AETN272859,5533,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
177,11,4,FAZIL . A,M,MNM,11198,35.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,5.99,yes,9346,5.0,2.86,AETN272861,24404,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
178,11,5,DR. KALIDAS . P,M,AMMK,1852,54.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.99,yes,148,0.08,2.86,AETN272858,24338,1.0,,,,,,0.0,False,False,False,Post Graduate,Business,Distributors,Liberal Profession or Professional,Doctor,Lost
179,11,6,None Of The Above,,NOTA,1704,,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.91,,1147,0.61,2.86,,5897,,,,,,,,,,,,,,,,
180,11,7,SANTHAKUMAR . A,M,IND,557,30.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.3,yes,196,0.1,2.86,AETN272870,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
181,11,8,VIJAYAN.P,M,BSP,361,35.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.19,yes,120,0.06,2.86,AETN272856,16651,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
182,11,9,SASIDARAN.S,M,IND,241,37.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.13,yes,19,0.01,2.86,AETN272869,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
183,11,10,Daniel Sachin Mani.E,M,IND,222,38.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.12,yes,7,0.0,2.86,AETN272871,10809,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
184,11,11,SIVAKUMAR.S,M,SUCI,215,31.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.11,yes,100,0.05,2.86,AETN272860,8082,1.0,,,,,,0.0,False,False,False,Others,Business,Real Estate or Builder or Developer or Construction,,,Lost
185,11,12,BABU MAILAN . A,M,RPI(A),115,49.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.06,yes,4,0.0,2.86,AETN272862,24545,1.0,,,,,,0.0,False,False,False,Others,Social Work,,,,Lost
186,11,13,KANDEEPAN.G,M,IND,111,49.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.06,yes,7,0.0,2.86,AETN272866,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
187,11,14,RAMADASS . E,M,Makkal Nalvaazhvuk Katchi,104,68.0,187027,263492,DR. RADHAKRISHNAN NAGAR,GEN,CHENNAI,CHENNAI CITY REGION,31,70.98,0.06,yes,12,0.01,2.86,AETN272857,24299,1.0,,,,,,0.0,False,False,False,8th Pass,Social Work,,,,Lost
