Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result,Invalid_Votes
194,1,RAJU. K,M,ADMK,83883,68.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,41.59,no,9121,4.52,3.03,AETN271788,930,4.0,ADMK,930.0,MADURAI WEST,True,True,3.0,False,True,True,Graduate,Politics,Party Worker,,,Won,108032
194,3,VETRIKUMARAN. C,M,NTK,18224,46.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,9.04,yes,2375,1.18,3.03,AETN189827,5533,2.0,NTK,5533.0,MADURAI CENTRAL,False,True,0.0,False,False,True,Graduate Professional,Salaried Work or Employed,Engineer,,,Lost,108032
194,10,VENKATESAN. M,M,IND,126,52.0,201694,309726,MADURAI WEST,GEN,MADURAI,SOUTHERN REGION,15,65.12,0.06,yes,4,0.0,3.03,AETN192883,10809,3.0,IND,10809.0,MADURAI WEST,True,True,0.0,False,False,True,Post Graduate,Business,Distributors,,,Lost,108032
195,1,"RAJANCHELLAPPA, V.V.",M,ADMK,103683,70.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,43.96,no,29489,12.5,3.23,AETN272081,930,5.0,ADMK,930.0,MADURAI NORTH,False,True,2.0,False,True,True,Post Graduate,Agriculture,,,,Won,88431
195,3,"REVATHY, R.",F,NTK,22722,31.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,9.63,yes,5972,2.53,3.23,AETN276624,5533,2.0,NTK,5533.0,THIRUPARANKUNDRAM,True,True,0.0,False,False,True,5th Pass,Other,Household,,,Lost,88431
195,12,"UKKRA PANDIYAN, S.",M,IND,302,28.0,235849,324280,THIRUPARANKUNDRAM,GEN,MADURAI,SOUTHERN REGION,23,72.73,0.13,yes,18,0.01,3.23,AETN276633,10809,2.0,IND,10809.0,THIRUPARANKUNDRAM,True,True,0.0,False,False,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost,88431
196,1,UDHAYAKUMAR R B,M,ADMK,100338,47.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,45.51,no,14087,6.39,2.78,AETN189910,930,2.0,ADMK,930.0,THIRUMANGALAM,True,True,2.0,False,True,True,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,61720
196,2,MANIMARAN M,M,DMK,86251,46.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,39.12,no,72471,32.87,2.78,AETN189863,10192,3.0,DMK,10192.0,THIRUPARANKUNDRAM,False,True,0.0,False,False,False,5th Pass,Agriculture,,,,Lost,61720
196,10,RAMANATHAN M,M,IND,433,43.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.2,yes,155,0.07,2.78,AETN189927,10809,2.0,IND,10809.0,THIRUMANGALAM,True,True,0.0,False,False,True,10th Pass,Agriculture,,,,Lost,61720
196,19,JEGADEESH KUMAR R,M,IND,75,38.0,220495,282215,THIRUMANGALAM,GEN,MADURAI,SOUTHERN REGION,24,78.13,0.03,yes,4,0.0,2.78,AETN189872,10809,2.0,IND,10809.0,THIRUPARANKUNDRAM,False,True,0.0,False,False,False,Graduate Professional,Agriculture,,,,Lost,61720
197,2,KATHIRAVAN P V,M,DMK,63778,67.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,30.01,no,8287,3.9,3.57,AETN192914,10192,5.0,AIFB,3040.0,USILAMPATTI,True,False,1.0,True,False,True,,,,,,Lost,75366
197,3,MAHENDRAN I,M,AMMK,55491,55.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,26.11,no,40134,18.89,3.57,AETN195131,24338,2.0,ADMK,930.0,USILAMPATTI,True,False,1.0,True,False,False,Graduate,Agriculture,,,,Lost,75366
197,4,IYNDHUKOVILAN G,M,NTK,15357,54.0,212513,287879,USILAMPATTI,GEN,MADURAI,SOUTHERN REGION,14,73.82,7.23,yes,14110,6.64,3.57,AETN189937,5533,2.0,NTK,5533.0,USILAMPATTI,True,True,0.0,False,False,True,Post Graduate,Other,,,,Lost,75366
198,1,A.MAHARAJAN,M,DMK,93541,67.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,44.64,no,8538,4.07,2.78,AETN276529,10192,2.0,DMK,10192.0,ANDIPATTI,True,True,1.0,False,False,True,8th Pass,Business,,Agriculture,,Won,70406
198,2,A.LOGIRAJAN,M,ADMK,85003,61.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,40.57,no,73107,34.89,2.78,AETN276314,930,2.0,ADMK,,ANDIPATTI,True,True,0.0,False,False,True,5th Pass,Business,,,,Lost,70406
198,3,R.JEYAKUMAR,M,AMMK,11896,42.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,5.68,yes,680,0.32,2.78,AETN276315,24338,2.0,IND,10809.0,ANDIPATTI,True,False,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Lost,70406
198,14,V.JEYAKODI,M,IND,145,45.0,209540,279946,ANDIPATTI,GEN,THENI,SOUTHERN REGION,20,74.85,0.07,yes,18,0.01,2.78,AETN276321,10809,2.0,IND,10809.0,ANDIPATTI,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,70406
199,3,Dr.K.Kathirkamu,M,AMMK,16424,63.0,201797,288528,PERIYAKULAM,SC,THENI,SOUTHERN REGION,15,69.94,8.14,yes,4630,2.29,2.94,AETN189966,24338,2.0,ADMK,930.0,PERIYAKULAM,True,False,1.0,True,True,True,,,,,,Lost,86731
200,1,O.PANNEERSELVAM,M,ADMK,100050,71.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,46.58,no,11021,5.13,2.56,AETN189985,930,5.0,ADMK,930.0,BODINAYAKANUR,True,True,5.0,False,True,True,Graduate,Agriculture,,,,Won,66718
200,7,K.I.M HAKKEEM,M,AITC,559,50.0,214795,281513,BODINAYAKANUR,GEN,THENI,SOUTHERN REGION,24,76.3,0.26,yes,116,0.05,2.56,AETN192971,18228,2.0,IND,10809.0,BODINAYAKANUR,True,False,0.0,False,False,False,5th Pass,Politics,Party Worker,,,Lost,66718
202,1,THANGAPANDIAN S.,M,DMK,74158,52.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,41.5,no,3898,2.18,3.03,AETN192999,10192,3.0,DMK,10192.0,RAJAPALAYAM,True,True,2.0,False,True,True,,,,,,Won,63148
202,2,RAJENTHRABHALAJI K.T,M,ADMK,70260,57.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,39.32,no,54667,30.59,3.03,AETN193035,930,3.0,ADMK,930.0,SIVAKASI,False,True,2.0,False,True,True,10th Pass,Politics,MLA,Agriculture,,Lost,63148
202,3,JEYARAJ V.,M,NTK,15593,47.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,8.73,yes,7933,4.44,3.03,AETN190031,5533,2.0,NTK,5533.0,RAJAPALAYAM,True,True,0.0,False,False,True,,,,,,Lost,63148
202,9,JEYAPRAKASH I.,M,IND,336,70.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,0.19,yes,72,0.04,3.03,AETN190033,10809,2.0,IND,10809.0,RAJAPALAYAM,True,True,0.0,False,False,True,,,,,,Lost,63148
202,10,THANGAPANDI S.,M,IND,264,60.0,178708,241856,RAJAPALAYAM,GEN,VIRUDHUNAGAR,SOUTHERN REGION,14,73.89,0.15,yes,124,0.07,3.03,AETN190036,10809,2.0,IND,10809.0,RAJAPALAYAM,True,True,0.0,False,False,True,10th Pass,Labourer or Daily Wage,,,,Lost,63148
203,15,"THAMARAISELVAM, K.",M,IND,164,34.0,185039,252992,SRIVILLIPUTHUR,SC,VIRUDHUNAGAR,SOUTHERN REGION,15,73.14,0.09,yes,16,0.01,3.57,AETN190052,10809,2.0,IND,10809.0,SRIVILLIPUTHUR,True,True,0.0,False,False,True,10th Pass,Agriculture,,,,Lost,67953
204,3,"RAJAVARMAN, M.S.R.",M,AMMK,32916,48.0,191783,255132,SATTUR,GEN,VIRUDHUNAGAR,SOUTHERN REGION,27,75.17,17.16,no,20290,10.58,3.45,AETN276543,24338,2.0,ADMK,,SATTUR,True,False,1.0,True,True,True,8th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,,Lost,63349
205,16,Thangaraj.S,M,IND,234,65.0,185047,263750,SIVAKASI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,26,70.16,0.13,yes,13,0.01,3.33,AETN190093,10809,2.0,IND,10809.0,SIVAKASI,True,True,0.0,False,False,True,8th Pass,Other,,,,Lost,78703
205,25,JEEVANANTHAM.G,M,RPI(A),78,56.0,185047,263750,SIVAKASI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,26,70.16,0.04,yes,14,0.01,3.33,AETN271720,24545,2.0,RPI,6911.0,SIVAKASI,True,False,0.0,True,False,True,10th Pass,Labourer or Daily Wage,,,,Lost,78703
206,1,SEENIVASAN A.R.R,M,DMK,73297,64.0,161717,226907,VIRUDHUNAGAR,GEN,VIRUDHUNAGAR,SOUTHERN REGION,18,71.27,45.32,no,21339,13.2,3.12,AETN197979,10192,4.0,DMK,10192.0,VIRUDHUNAGAR,True,True,3.0,False,True,True,12th Pass,Agriculture,,,,Won,65190
206,14,VIKRAMAN N,M,Desa Makkal Munnetrak Kazhgam,200,35.0,161717,226907,VIRUDHUNAGAR,GEN,VIRUDHUNAGAR,SOUTHERN REGION,18,71.27,0.12,yes,81,0.05,3.12,GETN269913,2939,2.0,DMMK,2939.0,VIRUDHUNAGAR,True,True,0.0,False,False,True,Post Graduate,Other,,,,Lost,65190
207,1,K.K.S.S.R.RAMACHANDRAN,M,DMK,91040,71.0,171201,226456,ARUPPUKOTTAI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,29,75.6,53.18,no,39034,22.8,2.63,AETN211673,10192,9.0,DMK,10192.0,ARUPPUKKOTTAI,True,True,7.0,False,True,True,8th Pass,Politics,Party Worker,,,Won,55255
207,2,VAIGAICHELVAN,M,ADMK,52006,52.0,171201,226456,ARUPPUKOTTAI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,29,75.6,30.38,no,39614,23.14,2.63,AETN193065,930,3.0,ADMK,930.0,ARUPPUKKOTTAI,True,True,1.0,False,False,True,Doctorate,Liberal Profession or Professional,Author,Politics,Party Worker,Lost,55255
207,16,M MUTHUMARIAPPAN,M,IND,128,67.0,171201,226456,ARUPPUKOTTAI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,29,75.6,0.07,yes,10,0.01,2.63,AETN190130,10809,2.0,IND,10809.0,ARUPPUKKOTTAI,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,,,,Lost,55255
207,21,R.S.RAMACHANDRAN,M,IND,67,44.0,171201,226456,ARUPPUKOTTAI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,29,75.6,0.04,yes,5,0.0,2.63,AETN272197,10809,2.0,IND,10809.0,ARUPPUKKOTTAI,True,True,0.0,False,False,True,5th Pass,Labourer or Daily Wage,,,,Lost,55255
208,1,THANGAM THENARASU,M,DMK,102225,54.0,172811,223097,TIRUCHULI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,20,77.46,59.15,no,60992,35.29,2.38,AETN193081,10192,6.0,DMK,10192.0,TIRUCHULI,True,True,5.0,False,True,True,Graduate Professional,Agriculture,,,,Won,50286
208,4,SIVASAMY K K,M,AMMK,6441,60.0,172811,223097,TIRUCHULI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,20,77.46,3.73,yes,3949,2.29,2.38,AETN197950,24338,2.0,ADMK,930.0,ARUPPUKOTTAI,False,False,1.0,True,False,False,12th Pass,Agriculture,,,,Lost,50286
208,20,CHENNAKESAVAN P,M,IND,52,38.0,172811,223097,TIRUCHULI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,20,77.46,0.03,yes,6,0.0,2.38,AETN190152,10809,2.0,IND,10809.0,TIRUCHULI,True,True,0.0,False,False,True,5th Pass,Labourer or Daily Wage,,,,Lost,50286
208,21,KALIMUTHU S,M,IND,46,51.0,172811,223097,TIRUCHULI,GEN,VIRUDHUNAGAR,SOUTHERN REGION,20,77.46,0.03,yes,0,0.0,2.38,AETN190154,10809,2.0,IND,10809.0,TIRUCHULI,True,True,0.0,False,False,True,Illiterate,Labourer or Daily Wage,,,,Lost,50286
209,2,SADHAN PRABHAKAR N,M,ADMK,71579,49.0,182158,258050,PARAMAKUDI,SC,RAMANATHAPURAM,SOUTHERN REGION,15,70.59,39.3,no,55149,30.28,2.63,AETN276476,930,2.0,ADMK,,PARAMAKUDI,True,True,1.0,False,True,True,Post Graduate,Business,Real Estate or Builder or Developer or Construction,Social Work,,Lost,75892
209,8,GOVINDAN V,M,BSP,425,66.0,182158,258050,PARAMAKUDI,SC,RAMANATHAPURAM,SOUTHERN REGION,15,70.59,0.23,yes,71,0.04,2.63,AETN272640,16651,2.0,BSP,16651.0,PARAMAKUDI,True,True,0.0,False,False,False,Post Graduate,Retired or Pension,,,,Lost,75892
209,14,RAVISANKAR V,M,IND,109,45.0,182158,258050,PARAMAKUDI,SC,RAMANATHAPURAM,SOUTHERN REGION,15,70.59,0.06,yes,13,0.01,2.63,AETN190168,10809,2.0,TMMK,8255.0,PARAMAKUDI,True,False,0.0,False,False,False,12th Pass,Agriculture,,,,Lost,75892
210,2,K C ANIMUTHU,M,ADMK,65512,51.0,201815,293677,TIRUVADANAI,GEN,RAMANATHAPURAM,SOUTHERN REGION,15,68.72,32.46,no,32086,15.9,3.33,AETN195735,930,2.0,ADMK,930.0,TIRUVADANAI,True,True,0.0,False,False,False,Graduate Professional,Salaried Work or Employed,Qualified Professional,Agriculture,,Lost,91862
210,7,ANBUBAGURUDEEN N,M,NCP,629,65.0,201815,293677,TIRUVADANAI,GEN,RAMANATHAPURAM,SOUTHERN REGION,15,68.72,0.31,yes,19,0.01,3.33,AETN190177,5792,2.0,NCP,5792.0,TIRUVADANAI,True,True,0.0,False,False,True,5th Pass,Business,,,,Lost,91862
212,1,R.S.RAJAKANNAPPAN,M,DMK,101901,72.0,221213,314714,MUDUKULATHUR,GEN,RAMANATHAPURAM,SOUTHERN REGION,23,70.29,46.06,no,20721,9.37,2.86,GETN10847,10192,2.0,DMK,10192.0,ILAYANGUDI,False,True,2.0,False,False,False,Graduate Professional,Agriculture,,Social Work,,Won,93501
212,10,N.SIVANANDAM,M,BSP,535,37.0,221213,314714,MUDUKULATHUR,GEN,RAMANATHAPURAM,SOUTHERN REGION,23,70.29,0.24,yes,12,0.01,2.86,AETN189731,16651,2.0,BSP,16651.0,MANAMADURAI,False,True,0.0,False,False,False,Graduate,Agriculture,,,,Lost,93501
213,1,MARKANDAYAN V,M,DMK,90348,44.0,167169,218464,VILATHIKULAM,GEN,THOOTHUKUDI,SOUTHERN REGION,15,76.52,54.05,no,38549,23.06,2.5,AETN193144,10192,3.0,IND,10809.0,VILATHIKULAM,True,False,2.0,False,False,True,Graduate Professional,Retired or Pension,,,,Won,51295
213,2,CHINNAPPAN P,M,ADMK,51799,51.0,167169,218464,VILATHIKULAM,GEN,THOOTHUKUDI,SOUTHERN REGION,15,76.52,30.99,no,39971,23.91,2.5,AETN195906,930,3.0,ADMK,,VILATHIKULAM,True,True,2.0,False,True,True,10th Pass,Former Government,MLA,Agriculture,,Lost,51295
213,11,MURUGANANTHAM M,M,IND,348,55.0,167169,218464,VILATHIKULAM,GEN,THOOTHUKUDI,SOUTHERN REGION,15,76.52,0.21,yes,36,0.02,2.5,AETN276691,10809,2.0,IND,10809.0,VILATHIKULAM,True,True,0.0,False,False,True,8th Pass,Agriculture,,,,Lost,51295
213,16,RAJAMANI P,M,IND,101,36.0,167169,218464,VILATHIKULAM,GEN,THOOTHUKUDI,SOUTHERN REGION,15,76.52,0.06,yes,0,0.0,2.5,AETN276696,10809,2.0,IND,10809.0,VILATHIKULAM,True,True,0.0,False,False,True,,,,,,Lost,51295
214,1,P.Geetha Jeevan,F,DMK,92314,50.0,188407,289545,THOOTHUKKUDI,GEN,THOOTHUKUDI,SOUTHERN REGION,26,65.07,49.0,no,50310,26.7,3.12,GETN8629,10192,4.0,DMK,10192.0,THOOTHUKKUDI,True,True,3.0,False,True,True,Post Graduate,Education,School Teacher,,,Won,101138
214,18,J.samuvel,M,IND,138,45.0,188407,289545,THOOTHUKKUDI,GEN,THOOTHUKUDI,SOUTHERN REGION,26,65.07,0.07,yes,11,0.01,3.12,AETN193168,10809,2.0,IND,10809.0,THOOTHUKKUDI,True,True,0.0,False,False,False,10th Pass,Business,,,,Lost,101138
215,1,Anitha R. Radhakrishnan,M,DMK,88274,68.0,174536,249194,TIRUCHENDUR,GEN,THOOTHUKUDI,SOUTHERN REGION,15,70.04,50.58,no,25263,14.47,2.5,AETN198153,10192,5.0,DMK,10192.0,TIRUCHENDUR,True,True,5.0,False,True,True,10th Pass,Politics,"MLA, Party Worker",,,Won,74658
215,3,Gloriyan S,M,NTK,15063,44.0,174536,249194,TIRUCHENDUR,GEN,THOOTHUKUDI,SOUTHERN REGION,15,70.04,8.63,yes,11297,6.47,2.5,AETN190254,5533,2.0,NTK,5533.0,TIRUCHENDUR,True,True,0.0,False,False,True,8th Pass,Business,Agricultural Business,,,Lost,74658
216,2,S.P.SHUNMUGANATHAN,M,ADMK,59471,66.0,164386,227240,SRIVAIKUNTAM,GEN,THOOTHUKUDI,SOUTHERN REGION,21,72.34,36.18,no,46765,28.45,2.78,AETN198163,930,5.0,ADMK,930.0,SRIVAIKUNTAM,True,True,3.0,False,True,True,8th Pass,Agriculture,,,,Lost,62854
216,3,P.Subbiah Pandian,M,NTK,12706,44.0,164386,227240,SRIVAIKUNTAM,GEN,THOOTHUKUDI,SOUTHERN REGION,21,72.34,7.73,yes,2503,1.52,2.78,AETN190268,5533,2.0,NTK,5533.0,SRIVAIKUNTAM,True,True,0.0,False,False,True,10th Pass,Business,,,,Lost,62854
216,19,SARAVANAN G,M,IND,80,47.0,164386,227240,SRIVAIKUNTAM,GEN,THOOTHUKUDI,SOUTHERN REGION,21,72.34,0.05,yes,24,0.01,2.78,AETN190280,10809,2.0,IND,10809.0,SRIVAIKUNTAM,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,,,,Lost,62854
217,1,SHUNMUGAIAH C,M,DMK,73110,50.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,17,69.82,41.11,no,8510,4.79,3.12,AETN276450,10192,2.0,DMK,10192.0,OTTAPIDARAM,True,True,2.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Politics,MLA,Won,76872
217,2,MOHAN P,M,ADMK,64600,45.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,17,69.82,36.32,no,42187,23.72,3.12,AETN276451,930,2.0,ADMK,,OTTAPIDARAM,True,True,0.0,False,False,True,Graduate,Business,,Politics,Ex MLA,Lost,76872
217,4,Dr.K.KRISHNASAMY,M,Puthiya Tamilagam,6544,68.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,17,69.82,3.68,yes,1217,0.68,3.12,AETN193192,12001,6.0,PT,12001.0,OTTAPIDARAM,True,True,2.0,False,False,False,,,,,,Lost,76872
217,5,ARUMUGANAINAR S,M,DMDK,5327,63.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,17,69.82,3.0,yes,3414,1.92,3.12,AETN190286,2956,2.0,DMDK,2956.0,OTTAPIDARAM,True,True,0.0,False,False,False,10th Pass,Business,,,,Lost,76872
217,10,M.A.DHARMAR,M,IND,320,54.0,177840,254712,OTTAPIDARAM,SC,THOOTHUKUDI,SOUTHERN REGION,17,69.82,0.18,yes,4,0.0,3.12,AETN193195,10809,2.0,IND,10809.0,OTTAPIDARAM,True,True,0.0,False,False,False,Graduate,Business,Contractor,,,Lost,76872
218,1,KADAMBUR RAJU,M,ADMK,68556,61.0,180928,268319,KOVILPATTI,GEN,THOOTHUKUDI,SOUTHERN REGION,26,67.43,37.89,no,12403,6.86,3.57,AETN190296,930,3.0,ADMK,930.0,KOVILPATTI,True,True,3.0,False,True,True,12th Pass,Other,,,,Won,87391
220,2,MANOHARAN A,M,ADMK,66363,42.0,175881,244721,VASUDEVANALLUR,SC,TIRUNELVELI,SOUTHERN REGION,11,71.87,37.73,no,49632,28.22,3.23,AETN190323,930,2.0,ADMK,930.0,VASUDEVANALLUR,True,True,1.0,False,True,True,12th Pass,Agriculture,,,,Lost,68840
221,2,K.A.M.MUHAMMED ABUBACKER,M,IUML,64125,49.0,205374,291931,KADAYANALLUR,GEN,TIRUNELVELI,SOUTHERN REGION,21,70.35,31.22,no,29909,14.56,3.12,AETN190333,3952,2.0,IUML,3952.0,KADAYANALLUR,True,True,1.0,False,True,True,12th Pass,Business,,,,Lost,86557
222,1,PALANI NADAR.S,M,INC,89315,68.0,214108,295729,TENKASI,GEN,TIRUNELVELI,SOUTHERN REGION,18,72.4,41.71,no,370,0.17,2.86,AETN190349,3482,2.0,INC,3482.0,TENKASI,True,True,1.0,False,False,True,,,,,,Won,81621
222,2,SELVA MOHANDAS PANDIAN.S,M,ADMK,88945,51.0,214108,295729,TENKASI,GEN,TIRUNELVELI,SOUTHERN REGION,18,72.4,41.54,no,73609,34.38,2.86,AETN190348,930,2.0,ADMK,930.0,TENKASI,True,True,1.0,False,True,True,Others,Other,,,,Lost,81621
222,6,MADASAMY.A,M,IND,1978,34.0,214108,295729,TENKASI,GEN,TIRUNELVELI,SOUTHERN REGION,18,72.4,0.92,yes,819,0.38,2.86,AETN190353,10809,2.0,IND,10809.0,TENKASI,True,True,0.0,False,False,True,Literate,Agriculture,,,,Lost,81621
222,12,REEGANKUMAR. M,M,IND,495,34.0,214108,295729,TENKASI,GEN,TIRUNELVELI,SOUTHERN REGION,18,72.4,0.23,yes,67,0.03,2.86,AETN190358,10809,2.0,IND,10809.0,TENKASI,True,True,0.0,False,False,True,10th Pass,Labourer or Daily Wage,,,,Lost,81621
223,1,PAUL MANOJ PANDIAN,M,ADMK,74153,49.0,203478,262891,ALANGULAM,GEN,TIRUNELVELI,SOUTHERN REGION,10,77.4,36.44,no,3539,1.74,3.57,AETN196010,930,3.0,ADMK,930.0,CHERANMAHADEVI,False,True,2.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Won,59413
223,2,DR.POONGOTHAI ALADI ARUNA,F,DMK,70614,56.0,203478,262891,ALANGULAM,GEN,TIRUNELVELI,SOUTHERN REGION,10,77.4,34.7,no,32887,16.16,3.57,AETN190359,10192,4.0,DMK,10192.0,ALANGULAM,True,True,2.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Doctor,,,Lost,59413
224,1,Nainar Nagenthran,M,BJP,92282,60.0,197587,295302,TIRUNELVELI,GEN,TIRUNELVELI,SOUTHERN REGION,14,66.91,46.7,no,23107,11.69,2.86,AETN198069,1605,5.0,ADMK,930.0,TIRUNELVELI,True,False,3.0,True,False,True,Post Graduate,Business,,,,Won,97715
225,1,E.SUBAYA,M,ADMK,85211,56.0,177681,246676,AMBASAMUDRAM,GEN,TIRUNELVELI,SOUTHERN REGION,12,72.03,47.96,no,16915,9.52,2.56,AETN193305,930,2.0,ADMK,930.0,AMBASAMUDRAM,True,True,2.0,False,False,False,Doctorate,Business,,,,Won,68995
225,2,R.AVUDAIAPPAN,M,DMK,68296,76.0,177681,246676,AMBASAMUDRAM,GEN,TIRUNELVELI,SOUTHERN REGION,12,72.03,38.44,no,54561,30.71,2.56,AETN271741,10192,7.0,DMK,10192.0,AMBASAMUDRAM,True,True,2.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,68995
225,13,ABDUL MAJEETH,M,IND,88,40.0,177681,246676,AMBASAMUDRAM,GEN,TIRUNELVELI,SOUTHERN REGION,12,72.03,0.05,yes,0,0.0,2.56,AETN198945,10809,2.0,IND,10809.0,TIRUPPATTUR,False,True,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost,68995
228,1,M.Appavu,M,DMK,82331,69.0,187310,275132,RADHAPURAM,GEN,TIRUNELVELI,SOUTHERN REGION,25,68.08,43.95,no,5925,3.16,2.7,AETN198109,10192,5.0,DMK,10192.0,RADHAPURAM,True,True,4.0,False,False,True,12th Pass,Agriculture,,,,Won,87822
228,2,I.S.Inbadurai,M,ADMK,76406,55.0,187310,275132,RADHAPURAM,GEN,TIRUNELVELI,SOUTHERN REGION,25,68.08,40.79,no,57035,30.45,2.7,AETN190437,930,2.0,ADMK,930.0,RADHAPURAM,True,True,1.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,87822
228,16,T.Venus Veera Arasu,M,IND,224,56.0,187310,275132,RADHAPURAM,GEN,TIRUNELVELI,SOUTHERN REGION,25,68.08,0.12,yes,31,0.02,2.7,AETN198111,10809,2.0,DMK,10192.0,RADHAPURAM,True,False,0.0,False,False,False,12th Pass,Other,,,,Lost,87822
229,1,THALAVAI SUNDARAM N.,M,ADMK,109745,62.0,224874,299074,KANNIYAKUMARI,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,75.19,48.8,no,16213,7.21,2.44,AETN190453,930,4.0,ADMK,930.0,KANNIYAKUMARI,True,True,2.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,74200
229,2,AUSTIN S.,M,DMK,93532,62.0,224874,299074,KANNIYAKUMARI,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,75.19,41.59,no,79392,35.31,2.44,GETN11113,10192,5.0,DMK,10192.0,KANNIYAKUMARI,True,True,2.0,False,True,True,Post Graduate,Former Government,MLA,,,Lost,74200
229,5,SENTHIL MURUGAN  P.,M,AMMK,1589,39.0,224874,299074,KANNIYAKUMARI,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,75.19,0.71,yes,493,0.22,2.44,AETN188165,24338,2.0,IND,10809.0,SANKARAPURAM,False,False,0.0,False,False,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,74200
229,10,MAKESH N.,M,IND,119,43.0,224874,299074,KANNIYAKUMARI,GEN,KANNIYAKUMARI,SOUTHERN REGION,13,75.19,0.05,yes,24,0.01,2.44,AETN190462,10809,2.0,IND,10809.0,KANNIYAKUMARI,True,True,0.0,False,False,True,8th Pass,Business,,,,Lost,74200
230,1,Gandhi M.R.,M,BJP,88804,76.0,184185,274657,NAGERCOIL,GEN,KANNIYAKUMARI,SOUTHERN REGION,15,67.06,48.21,no,11669,6.34,2.44,AETN190468,1605,7.0,BJP,1605.0,NAGERCOIL,True,True,1.0,False,False,True,Graduate,Other,,,,Won,90472
